name,state_abbr,degree_type,cash_monitoring,pred_degree_type,highest_degree,type_school,ST_FIPS,REGION,LOCALE,hbcu,pbi,annhi,tribal,AANAPII,his,nanti,men_only,women_only,admission_rate,sat_avg,distance_only,netprice_lowincome,tuit_fte,inexp_fte,avg_fac_salary,pct_ft_fac,pct_pell,C150_POOLED,age_entry,first_gen,med_fam_inc,pct_grad_degree,pct_domestic,median_hh_income,poverty_rate,unemployment_rate
MyrAngel Beauty Institute,PR,1,0,1,1,3,72,9,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,7860,5364,6219,NULL,NULL,0.989,0.653,25.45183486,0.453924915,0,NULL,NULL,NULL,NULL,NULL
Texas Health School,TX,1,0,1,1,3,48,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,29094,13134,4861,NULL,NULL,0.5306,0.7458,26.96590909,0.53030303,20158.5,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Logan,UT,1,0,1,1,3,49,7,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,14912,7357,2758,NULL,NULL,0.4388,0.8364,23.1908397,0.369747899,24728,NULL,NULL,NULL,NULL,NULL
Careers Unlimited,UT,3,0,3,3,3,49,7,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,16609,5535,12421,NULL,0.5084,NULL,23.44871795,PrivacySuppressed,33667,NULL,NULL,NULL,NULL,NULL
Mountainland Technical College,UT,1,0,1,1,1,49,7,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,2615,7091,NULL,NULL,0.0457,0.8365,27.03142857,0.365625,22616.5,NULL,NULL,NULL,NULL,NULL
Avi Career Training,VA,1,0,1,1,3,51,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,14232,13541,4985,NULL,NULL,0.4842,0.9606,35.7,PrivacySuppressed,18853,NULL,NULL,NULL,NULL,NULL
Mountain State School of Massage,WV,1,0,1,1,3,54,5,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,19057,10007,1798,NULL,NULL,0.68,0.875,30.77777778,PrivacySuppressed,18838,NULL,NULL,NULL,NULL,NULL
Eastern International College-Belleville,NJ,2,0,2,3,3,34,2,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,23350,23259,5602,5833,0.3929,0.5983,0.7677,28.52439024,0.522727273,22885.5,6.940000057,63.00999832,52758.56,16.02000046,6.079999924
San Joaquin Valley College-Rancho Cordova,CA,NULL,0,2,2,3,6,8,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,25312,12221,5963,6963,NULL,0.4044,0.8333,26.35883218,0.590503056,15708,4.440000057,79.44000244,51804.36,16.09000015,6.619999886
Broken Arrow Beauty College,OK,1,0,1,1,3,40,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,10314,9608,4111,NULL,NULL,0.605,0.84,27.86721992,0.434146342,18535,7.570000172,94.84999847,62201.71,6.429999828,2.660000086
Universal Technical Institute of Northern California Inc,CA,1,0,2,2,3,6,8,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,23060,15702,3671,4975,NULL,0.4685,0.5928,25.00465503,0.51090218,26362,7.550000191,89.12000275,62022.22,7.980000019,3.339999914
West Hills College-Lemoore,CA,2,0,2,2,1,6,8,41,0,0,0,0,0,1,0,0,0,NULL,NULL,0,10080,196,3541,10454,0.2611,0.3718,0.3809,24.93112377,0.610489511,21019,NULL,NULL,NULL,NULL,NULL
Stautzenberger College-Brecksville,OH,1,0,2,2,3,39,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,22349,12062,4141,4340,0.4815,0.7102,0.4634,27.78753351,0.537490134,17327.5,6.559999943,96.51999664,55301.34,10.21000004,3.960000038
Stone Academy-East Hartford,CT,1,0,1,1,3,9,1,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,17446,10529,3381,NULL,NULL,0.3663,0.6216,29.81043664,0.604166667,17571,9.350000381,81.5,50340.56,13.93000031,5.940000057
Unitech Training Academy-Houma,LA,1,0,1,1,3,22,5,22,0,0,0,0,0,0,0,0,0,NULL,NULL,0,20073,15452,8523,NULL,NULL,0.6478,0.6912,26.85387324,0.629053178,12519,5.329999924,98.47000122,39249.08,20.02000046,5.110000134
Rasmussen University-Illinois,IL,2,0,2,4,3,17,3,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,17723,17659,4253,7522,0.254,0.6834,0.3867,30.67978561,0.475742783,25123.5,7.010000229,95.08000183,66941.62,4.949999809,2.779999971
International Institute for Restorative Practices,PA,NULL,0,4,4,2,42,2,13,0,0,0,0,0,0,0,0,0,NULL,NULL,1,NULL,11486,28990,6022,0.8571,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Automotive Training Center-Warminster,PA,1,0,1,1,3,42,2,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,12725,13254,8818,NULL,NULL,0.5542,0.5665,21.32044199,0.501552795,29417,9.75,92.81999969,73559.13,5.289999962,2.819999933
Empire Beauty School-Milwaukee,WI,1,0,1,1,3,55,3,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,15874,8648,6439,NULL,NULL,0.7315,0.3133,26.11150029,0.490608565,14725,7.429999828,88.33999634,68625.78,6.309999943,2.930000067
Triangle Tech Inc-Bethlehem,PA,2,0,2,2,3,42,2,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,17952,13541,5548,3655,1,0.4385,0.6769,24.44864865,0.491467577,29084.5,5.739999771,97.56999969,49502.25,7.860000134,3.539999962
Milan Institute-Clovis,CA,1,0,1,1,3,6,8,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,20514,8874,2393,NULL,NULL,0.5964,0.45,26.44024158,0.598810613,12561,6.650000095,85.56999969,53620.34,13.72000027,4.320000172
Strayer University-Florida,FL,3,0,3,4,3,12,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,17403,14020,1633,7928,0.16,0.6971,0.3182,33.36080111,0.537294034,18178,9.359999657,90.06999969,66472.61,8.279999733,3.519999981
Pima Medical Institute-Renton,WA,1,0,1,2,3,53,8,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,30466,8714,3718,4992,0.5111,0.3628,0.6994,26.64197627,0.505392912,21596,7.699999809,84.40000153,59572.48,9.489999771,3.650000095
CBT Technology Institute-Main Campus,FL,1,0,1,2,3,12,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,11894,19144,4225,4167,NULL,0.9474,0.9091,35.56134094,0.582648402,8968.5,8.68999958,38.59000015,54696.99,11.97999954,4.570000172
CBT Technology Institute-Hialeah,FL,1,0,1,2,3,12,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,11297,18846,4159,3750,NULL,0.9857,0.9053,35.56134094,0.582648402,8968.5,8.68999958,38.59000015,54696.99,11.97999954,4.570000172
Dewey University-Juana Diaz,PR,1,0,1,4,2,72,9,23,0,0,0,0,0,1,0,0,0,NULL,NULL,0,4385,3254,2442,2667,1,0.968,0.7241,25.79351687,0.479599692,0,4.849999905,80.23999786,21613.69,43.25,7.679999828
The College of Health Care Professions-San Antonio,TX,1,0,1,2,3,48,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,32181,9924,4775,4571,0.8286,0.595,0.6323,27.3479942,0.560128617,19726,6.550000191,79,57325.22,13.31999969,4.380000114
Brittany Beauty Academy,NY,1,0,1,1,3,36,2,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,19012,10605,2089,NULL,NULL,0.5753,0.5435,27.31971154,0.57771261,13520.5,10.42000008,75.94999695,80255.82,10.26000023,3.829999924
Lincoln Technical Institute-Whitestone,NY,1,0,1,1,3,36,2,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,30906,12814,4996,NULL,NULL,0.7141,0.6575,23.9295393,0.517378846,24468,6.690000057,96.61000061,58381.74,7.420000076,3.289999962
American Public University System,WV,3,0,3,4,3,54,5,31,0,0,0,0,0,0,0,0,0,NULL,NULL,1,10568,7632,1811,5928,0.1898,0.2337,0.4885,32.11635076,0.534444811,22613.5,NULL,NULL,NULL,NULL,NULL
Huntsville Bible College,AL,2,0,3,4,2,1,5,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,3997,7325,NULL,NULL,0.2024,0.5,40.4084507,0.666666667,9881,NULL,NULL,NULL,NULL,NULL
Beaumont Adult School,CA,1,0,1,1,1,6,8,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,22699,11710,8248,NULL,NULL,0.5784,0.8837,28.64556962,PrivacySuppressed,19074,NULL,NULL,NULL,NULL,NULL
Make-up Designory,CA,1,0,0,0,3,6,8,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0.9064,22.89463956,0.35523614,32123,NULL,NULL,NULL,NULL,NULL
Gnomon,CA,1,0,1,3,3,6,8,11,0,0,0,0,0,0,0,0,0,0.448275862,NULL,0,47099,22735,6912,NULL,0,0.127,0.7692,25.67768595,PrivacySuppressed,15714,NULL,NULL,NULL,NULL,NULL
Coachella Valley Beauty College,CA,1,0,1,1,3,6,8,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,8112,7776,1616,NULL,NULL,0.6,0.7069,25.94610778,0.703703704,15285,NULL,NULL,NULL,NULL,NULL
Valley College of Medical Careers,CA,1,0,1,2,3,6,8,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,24535,10140,2570,4556,NULL,0.863,0.6091,26.8875,0.598290598,15740.5,NULL,NULL,NULL,NULL,NULL
Academy of Natural Therapy Inc,CO,1,0,1,1,3,8,7,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,17671,6915,NULL,NULL,0.5439,NULL,29.08450704,PrivacySuppressed,23090,NULL,NULL,NULL,NULL,NULL
Academy Di Capelli-School of Cosmetology,CT,1,0,1,1,3,9,1,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,12770,8222,2937,NULL,NULL,0.8914,0.8205,26.34939759,0.508928571,16319.5,NULL,NULL,NULL,NULL,NULL
Delaware Learning Institute of Cosmetology,DE,1,0,1,1,3,10,2,32,0,0,0,0,0,0,0,0,0,NULL,NULL,0,17307,8906,3638,NULL,NULL,0.5128,0.7778,24.67105263,PrivacySuppressed,22717.5,NULL,NULL,NULL,NULL,NULL
Dragon Rises College of Oriental Medicine,FL,3,0,4,4,2,12,5,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,9398,2299,3750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Palm Beach Academy of Health & Beauty,FL,1,0,1,1,3,12,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,26539,5434,5516,NULL,NULL,0.4032,0.6647,31.20307692,0.582329317,15750,NULL,NULL,NULL,NULL,NULL
SABER College,FL,2,0,2,2,2,12,5,11,0,0,0,0,0,0,0,0,0,0.953488372,NULL,0,NULL,28033,14603,9933,0.7692,0.9663,0.9549,32.95121951,0.535791757,16564,NULL,NULL,NULL,NULL,NULL
Taylor College,FL,2,0,2,2,3,12,5,41,0,0,0,0,0,0,0,0,0,NULL,NULL,0,25426,10997,4267,5870,0.5238,0.807,0.7307,31.7260274,0.448453608,26578,NULL,NULL,NULL,NULL,NULL
Pensacola School of Massage Therapy & Health Careers,FL,1,0,1,1,3,12,5,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,17309,4395,1228,NULL,NULL,0.6484,0.7312,30.41908714,0.552,13546,NULL,NULL,NULL,NULL,NULL
Ideal Beauty Academy,IN,1,1,1,1,3,18,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,12949,3350,NULL,NULL,0.2,0.625,30.10810811,PrivacySuppressed,18000,NULL,NULL,NULL,NULL,NULL
Denmark College,IN,1,0,1,1,3,18,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,13429,10757,8250,NULL,NULL,0.8485,0.7529,28.51381216,0.506849315,14536,NULL,NULL,NULL,NULL,NULL
Louisiana Culinary Institute,LA,2,0,2,2,3,22,5,21,0,0,0,0,0,0,0,0,0,0.627118644,NULL,0,21123,19382,4310,4215,NULL,0.5088,0.6441,25.64375,0.43537415,25636.5,NULL,NULL,NULL,NULL,NULL
Bais Medrash Toras Chesed,NJ,3,0,3,3,2,34,2,13,0,0,0,0,0,0,0,0,0,0.588235294,NULL,0,-3417,6455,3433,4749,NULL,0.2358,0.4259,22.07142857,PrivacySuppressed,29123,NULL,NULL,NULL,NULL,NULL
Ace Institute of Technology,NY,1,0,1,1,3,36,2,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,31549,12301,3434,NULL,NULL,0.605,0.6162,29.26530612,0.554794521,12126.5,NULL,NULL,NULL,NULL,NULL
New Age Training,NY,1,0,1,1,3,36,2,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,20926,9663,2690,NULL,NULL,0.811,0.7089,27.46140351,0.558583106,9783,NULL,NULL,NULL,NULL,NULL
Dayton School of Medical Massage,OH,1,0,1,1,3,39,3,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,28474,7960,1413,NULL,NULL,0.8601,0.7647,29.6835443,0.54373928,17212,NULL,NULL,NULL,NULL,NULL
Northcoast Medical Training Academy,OH,1,0,1,1,3,39,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,22265,9496,2318,NULL,NULL,0.6593,0.6806,28.43495935,0.533333333,19368,NULL,NULL,NULL,NULL,NULL
ATA College,OK,1,0,1,1,3,40,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,21596,9915,4902,7611,0.4615,0.2051,0.6849,26.05208333,PrivacySuppressed,25411.5,NULL,NULL,NULL,NULL,NULL
Visible Music College,TN,3,0,1,4,2,47,5,11,0,0,0,0,0,0,0,0,0,0.366255144,983,0,24346,8649,4231,3946,0.303,0.3023,0.125,23.80821918,PrivacySuppressed,36162,NULL,NULL,NULL,NULL,NULL
CCI Training Center-Arlington,TX,1,0,1,1,3,48,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,14098,12607,4362,NULL,NULL,0.6129,0.7846,32.19327731,0.531578947,18022,NULL,NULL,NULL,NULL,NULL
Champion Beauty College,TX,1,0,1,1,3,48,6,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,15803,9608,633,NULL,NULL,0.9605,0.6716,31.25609756,0.555555556,13696.5,NULL,NULL,NULL,NULL,NULL
Southeast Texas Career Institute,TX,1,0,1,1,3,48,6,31,0,0,0,0,0,0,0,0,0,NULL,NULL,0,18295,6114,4348,NULL,NULL,0.6667,0.9316,27.89119171,0.658682635,15296,NULL,NULL,NULL,NULL,NULL
Southwest Technical College,UT,1,0,1,1,1,49,7,33,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,2992,16075,NULL,NULL,0.1552,0.8148,27.75735294,0.554621849,18152.5,NULL,NULL,NULL,NULL,NULL
Virginia Beach Theological Seminary,VA,NULL,0,4,4,2,51,5,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,6369,17860,4315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Milwaukee Career College,WI,1,0,1,2,3,55,3,21,0,0,0,0,0,0,0,0,0,0.743961353,NULL,0,23220,12645,5890,3992,0.6154,0.5424,0.538,24.97534247,0.521594684,18732,NULL,NULL,NULL,NULL,NULL
University of the West,CA,3,0,3,4,2,6,8,21,0,0,0,0,0,1,0,0,0,NULL,NULL,0,10750,17482,14821,7051,0.2679,0.3818,0.3143,22.11538462,PrivacySuppressed,17815,NULL,NULL,NULL,NULL,NULL
American College of Education,IN,NULL,0,1,4,3,18,3,11,0,0,0,0,0,0,0,0,0,NULL,NULL,1,NULL,NULL,NULL,3168,0.3309,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
South University-Tampa,FL,3,0,3,4,3,12,5,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,20764,10871,7142,7026,0.3173,0.4836,0.1579,30.00184319,0.472288337,20000,7.849999905,91.06999969,55764.27,10.69999981,3.680000067
Milan Institute of Cosmetology-San Antonio Military,TX,1,0,1,1,3,48,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,25719,8735,2928,NULL,NULL,0.6784,0.335,26.14155251,0.579032258,14391.5,5.739999771,89.69000244,51176.52,11.81000042,3.660000086
Appalachian College of Pharmacy,VA,3,0,4,4,2,51,5,43,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,34222,22173,9013,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Tampa,FL,1,0,1,1,3,12,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,18169,10493,4043,NULL,NULL,0.4816,0.7302,24.18789044,0.430578977,22429,9.140000343,84.13999939,68726.11,7.230000019,3.299999952
Paul Mitchell the School-San Diego,CA,1,0,1,1,3,6,8,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,22782,9631,3168,NULL,NULL,0.5435,0.7662,24.18789044,0.430578977,22429,9.140000343,84.13999939,68726.11,7.230000019,3.299999952
Paul Mitchell the School-Michigan,MI,1,0,1,1,3,26,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,21927,11397,3431,NULL,NULL,0.4669,0.7065,24.18789044,0.430578977,22429,9.140000343,84.13999939,68726.11,7.230000019,3.299999952
Paul Mitchell the School-Sherman Oaks,CA,1,0,1,1,3,6,8,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,18302,9466,3354,NULL,NULL,0.515,0.6697,25.00298508,0.582142857,22823,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Tysons Corner,VA,1,0,1,1,3,51,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,17179,8909,2902,NULL,NULL,0.3,0.7265,25.15983027,0.417491749,23659,5.039999962,93.76999664,52638.98,11.63000011,3.25999999
Blue Cliff College-Houma,LA,1,0,1,1,3,22,5,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,22091,15245,6223,NULL,NULL,0.6723,0.4154,27.65595855,0.637022582,11179,5.210000038,96.76000214,47788.65,15.98999977,3.869999886
Fortis College-Columbus,OH,1,0,1,2,3,39,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,28115,9896,3946,5501,0.6182,0.7147,0.4746,28.46465164,0.56046814,15144.5,8.619999886,91.70999908,61450.07,9.930000305,4.010000229
Fortis College-Cincinnati,OH,1,0,1,2,3,39,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,23700,9139,4302,5499,0.5122,0.7521,0.5552,28.46465164,0.56046814,15144.5,8.619999886,91.70999908,61450.07,9.930000305,4.010000229
Blue Cliff College-Fayetteville,AR,1,0,1,1,3,5,5,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,23007,16493,6834,NULL,NULL,0.659,0.4239,27.65595855,0.637022582,11179,5.210000038,96.76000214,47788.65,15.98999977,3.869999886
Blue Cliff College-Alexandria,LA,1,0,1,2,3,22,5,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,21106,19490,6159,2359,0.4688,0.7881,0.5158,27.65595855,0.637022582,11179,5.210000038,96.76000214,47788.65,15.98999977,3.869999886
Strayer University-Delaware,DE,3,0,3,4,3,10,2,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,19002,2213,13378,0.1667,0.6639,0.3333,33.36080111,0.537294034,18178,9.359999657,90.06999969,66472.61,8.279999733,3.519999981
Brite Divinity School,TX,3,0,4,4,2,48,6,11,0,0,0,0,0,0,0,0,0,0.536143969,1291,0,NULL,4498,25161,10084,0.95,NULL,NULL,20.94753747,0.204058625,73000,11.03999996,89.23000336,76266.48,6.46999979,2.839999914
Strayer University-Alabama,AL,3,0,3,4,3,1,5,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,21339,12759,1486,7928,0.16,0.7823,0.3333,33.36080111,0.537294034,18178,9.359999657,90.06999969,66472.61,8.279999733,3.519999981
Brown Aveda Institute-Strongsville,OH,1,0,1,1,3,39,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,16008,11927,12362,NULL,NULL,0.4372,0.5833,24.99498747,0.430635838,22284,8.079999924,94.33000183,63348.13,5.510000229,2.849999905
Clary Sage College,OK,1,0,1,1,2,40,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,17171,7265,1731,NULL,NULL,0.6205,0.7508,28.05002579,0.543558282,17680,6.630000114,95.09999847,51036.74,10.31999969,3.289999962
Rasmussen University-Wisconsin,WI,2,0,2,3,3,55,3,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,18977,18349,5643,6511,0.2931,0.64,0.4318,30.67978561,0.475742783,25123.5,7.010000229,95.08000183,66941.62,4.949999809,2.779999971
Empire Beauty School-Richmond,VA,1,0,1,1,3,51,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,15531,10193,6063,NULL,NULL,0.536,0.3513,25.59180918,0.501391208,15061,6.840000153,92.23999786,53670.83,11.17000008,4.159999847
Empire Beauty School-North Hills,PA,1,0,1,1,3,42,2,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,15859,10309,7792,NULL,NULL,0.5702,0.5079,25.15753735,0.527961515,10876,7.369999886,95.12999725,63712.8,6,3.220000029
Empire Beauty School-Concord,NC,1,0,1,1,3,37,5,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,14949,9764,6457,NULL,NULL,0.6084,0.4557,26.16532041,0.552452316,14091,7.019999981,95.86000061,49188.97,8.989999771,3.25999999
Lexington Healing Arts Academy,KY,1,0,1,1,3,21,5,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,14932,13704,NULL,NULL,0.2941,NULL,30.44029851,0.550847458,17476,NULL,NULL,NULL,NULL,NULL
Empire Beauty School-Hooksett,NH,1,0,1,1,3,33,1,22,0,0,0,0,0,0,0,0,0,NULL,NULL,0,8439,6908,6136,NULL,NULL,0.3758,0.7237,25.11953353,0.482428115,23233,7.329999924,96.48999786,57680,5.349999905,2.779999971
The Institute of Beauty and Wellness,WI,1,0,1,1,3,55,3,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,7984,10584,4193,NULL,NULL,0.4675,0.8033,25.27360775,0.389355742,26230,NULL,NULL,NULL,NULL,NULL
Carrington College-Stockton,CA,NULL,0,1,2,3,6,8,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,29805,11001,4667,5200,0.9167,0.5951,0.5567,25.54911792,0.551600573,18013,7.210000038,78.08999634,66236.49,10.53999996,4.400000095
Carrington College-Citrus Heights,CA,NULL,0,1,2,3,6,8,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,29886,12197,5817,5609,0.6364,0.5479,0.5216,25.54911792,0.551600573,18013,7.210000038,78.08999634,66236.49,10.53999996,4.400000095
Trend Barber College,TX,1,0,1,1,3,48,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,15917,9025,2759,NULL,NULL,0.8679,0.7268,30.33953488,0.571428571,8962,7.809999943,77.12999725,55854.77,12.98999977,4.809999943
Euphoria Institute of Beauty Arts & Sciences-Summerlin,NV,1,0,1,1,3,32,8,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,35893,8622,4222,NULL,NULL,0.6141,0.6499,27.15853476,0.560305037,17298,6.71999979,82.25,55331.4,14.56999969,5.420000076
Columbia Southern University,AL,3,0,3,4,3,1,5,31,0,0,0,0,0,0,0,0,0,NULL,NULL,1,11808,4562,1519,4290,0.4928,0.2151,0.3145,34.76518952,0.535234084,35183,NULL,NULL,NULL,NULL,NULL
Arizona Culinary Institute,AZ,1,0,1,1,3,4,6,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,34565,11757,5804,NULL,NULL,0.3051,0.8662,27.0239521,0.402684564,21906,NULL,NULL,NULL,NULL,NULL
Healthcare Career College,CA,1,0,1,2,3,6,8,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,17960,15937,1211,4444,NULL,0.2743,0.601,26.93367347,0.635658915,10098.5,NULL,NULL,NULL,NULL,NULL
Coastline Beauty College,CA,1,0,1,1,3,6,8,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,12387,5192,1237,NULL,NULL,0.3425,0.9118,38.80365297,0.71875,3263,NULL,NULL,NULL,NULL,NULL
Branford Academy of Hair and Cosmetology,CT,1,0,1,1,3,9,1,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,16664,4729,2800,NULL,NULL,0.4146,0.4434,27.52941177,0.603448276,16960.5,NULL,NULL,NULL,NULL,NULL
Academy of Massage and Bodywork,DE,1,0,1,1,3,10,2,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,13065,7642,NULL,NULL,0.4588,NULL,31.73846154,0.524271845,22175,NULL,NULL,NULL,NULL,NULL
Academy for Five Element Acupuncture,FL,3,0,4,4,2,12,5,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,13461,5284,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Academy of Career Training,FL,1,0,1,1,3,12,5,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,7094,4411,NULL,NULL,0.2557,0.7782,28.71276596,0.489208633,12165,NULL,NULL,NULL,NULL,NULL
Miami Regional University,FL,2,0,2,4,3,12,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,30889,15725,3266,7154,0.56,0.291,0.691,34.04626623,0.517475728,15992,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Miami,FL,1,0,1,1,3,12,5,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,25801,13001,5254,NULL,NULL,0.4489,0.66,25.59872612,0.443548387,21499,NULL,NULL,NULL,NULL,NULL
Aveda Institute-South Florida,FL,1,0,1,1,3,12,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,28255,11477,6203,NULL,NULL,0.399,0.7457,25.41409692,0.417508418,20646,NULL,NULL,NULL,NULL,NULL
Aveda Institute-Tallahassee,FL,1,0,1,1,3,12,5,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,23722,11056,6301,NULL,NULL,0.279,0.6185,25.02932551,0.362416107,22934,NULL,NULL,NULL,NULL,NULL
Shear Excellence Hair Academy,FL,1,0,1,1,3,12,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,23030,12712,5203,NULL,NULL,0.8409,0.662,29.45673077,0.653846154,11023,NULL,NULL,NULL,NULL,NULL
Carlson College of Massage Therapy,IA,1,0,1,1,3,19,4,42,0,0,0,0,0,0,0,0,0,NULL,NULL,0,10831,11569,5322,NULL,NULL,0.4634,0.9459,29.33846154,PrivacySuppressed,34649,NULL,NULL,NULL,NULL,NULL
MyComputerCareer at Indianapolis,IN,1,0,1,1,3,18,3,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,34192,15572,6634,5431,NULL,0.7088,0.6653,31.12987013,0.49132948,25000,NULL,NULL,NULL,NULL,NULL
Z Hair Academy,KS,1,0,1,1,3,20,4,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,12094,7046,2110,NULL,NULL,0.5141,0.7703,23.74712644,0.424836601,28744,NULL,NULL,NULL,NULL,NULL
DiGrigoli School of Cosmetology,MA,1,0,1,1,3,25,1,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,20250,8313,777,NULL,NULL,0.4675,0.7606,24.80645161,0.561983471,16092,NULL,NULL,NULL,NULL,NULL
Millennium Training Institute,MA,1,0,1,1,3,25,1,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,27297,17276,3416,NULL,NULL,0.3128,0.8104,39.54074074,0.652777778,11716,NULL,NULL,NULL,NULL,NULL
